Date,Station,Daily_AQI,Month,Year,Day_of_Week,Season,Lag_1_AQI,Rolling_Mean_3_AQI,Rolling_Mean_7_AQI
2019-06-06,Anand Vihar,268.125,6,2019,3,Summer,195.16666666666666,206.20833333333326,256.05357142857144
2019-06-07,Anand Vihar,141.04347826086956,6,2019,4,Summer,268.125,201.44504830917867,223.78002070393373
2019-06-08,Anand Vihar,208.3913043478261,6,2019,5,Summer,141.04347826086956,205.85326086956513,208.84782608695653
2019-06-09,Anand Vihar,349.85714285714283,6,2019,6,Summer,208.3913043478261,233.09730848861275,229.57146554273882
2019-06-10,Anand Vihar,382.8181818181818,6,2019,0,Summer,349.85714285714283,313.68887634105016,242.96215818343148
2019-06-11,Anand Vihar,337.09090909090907,6,2019,1,Summer,382.8181818181818,356.58874458874453,268.9275261487995
2019-06-12,Anand Vihar,235.41666666666666,6,2019,2,Summer,337.09090909090907,318.4419191919191,274.6775261487995
2019-06-13,Anand Vihar,201.0,6,2019,3,Summer,235.41666666666666,257.8358585858585,265.08824043451375
2019-06-14,Anand Vihar,202.79166666666666,6,2019,4,Summer,201.0,213.06944444444434,273.9094102067705
2019-06-15,Anand Vihar,327.9166666666667,6,2019,5,Summer,202.79166666666666,243.90277777777771,290.9844619666048
2019-06-16,Anand Vihar,199.20833333333334,6,2019,6,Summer,327.9166666666667,243.30555555555551,269.46320346320346
2019-06-17,Anand Vihar,181.5,6,2019,0,Summer,199.20833333333334,236.20833333333326,240.70346320346317
2019-06-18,Anand Vihar,176.56521739130434,6,2019,1,Summer,181.5,185.75785024154584,217.77122153209112
2019-06-19,Anand Vihar,316.75,6,2019,2,Summer,176.56521739130434,224.93840579710135,229.3902691511387
2019-06-20,Anand Vihar,142.5,6,2019,3,Summer,316.75,211.93840579710135,221.03312629399585
2019-06-21,Anand Vihar,186.875,6,2019,4,Summer,142.5,215.37499999999991,218.75931677018636
2019-06-22,Anand Vihar,198.58333333333334,6,2019,5,Summer,186.875,175.98611111111106,200.28312629399585
2019-06-23,Anand Vihar,131.41666666666666,6,2019,6,Summer,198.58333333333334,172.2916666666666,190.59860248447208
2019-06-24,Anand Vihar,104.04166666666667,6,2019,0,Summer,131.41666666666666,144.6805555555555,179.53312629399585
2019-06-25,Anand Vihar,118.75,6,2019,1,Summer,104.04166666666667,118.06944444444436,171.2738095238095
2019-06-26,Anand Vihar,187.0,6,2019,2,Summer,118.75,136.59722222222214,152.7380952380952
2019-06-27,Anand Vihar,247.54166666666666,6,2019,3,Summer,187.0,184.43055555555546,167.74404761904762
2019-06-28,Anand Vihar,275.6666666666667,6,2019,4,Summer,247.54166666666666,236.736111111111,180.42857142857142
2019-06-29,Anand Vihar,293.9583333333333,6,2019,5,Summer,275.6666666666667,272.3888888888888,194.05357142857142
2019-06-30,Anand Vihar,301.9130434782609,6,2019,6,Summer,293.9583333333333,290.5126811594202,218.41019668737061
2019-07-01,Anand Vihar,221.14285714285714,7,2019,0,Summer,301.9130434782609,272.338077984817,235.13893818396926
2019-07-02,Anand Vihar,260.6842105263158,7,2019,1,Summer,221.14285714285714,261.2467037158112,255.41525397344296
2019-07-03,Anand Vihar,112.58333333333333,7,2019,2,Summer,260.6842105263158,198.13680033416867,244.78430159249055
2019-07-04,Anand Vihar,114.30434782608695,7,2019,3,Summer,112.58333333333333,162.5239638952453,225.75039890097918
2019-07-05,Anand Vihar,186.08333333333334,7,2019,4,Summer,114.30434782608695,137.65700483091777,212.9527798533601
2019-07-06,Anand Vihar,101.875,7,2019,5,Summer,186.08333333333334,134.08756038647334,185.5123036628839
2019-07-07,Anand Vihar,128.04166666666666,7,2019,6,Summer,101.875,138.66666666666654,160.67353554694188
2019-07-08,Anand Vihar,161.625,7,2019,0,Summer,128.04166666666666,130.5138888888888,152.17098452653372
2019-07-09,Anand Vihar,134.0,7,2019,1,Summer,161.625,141.22222222222214,134.07324016563146
2019-07-10,Anand Vihar,274.1666666666667,7,2019,2,Summer,134.0,189.93055555555546,157.15657349896478
2019-07-11,Anand Vihar,362.3181818181818,7,2019,3,Summer,274.1666666666667,256.82828282828274,192.58712121212122
2019-07-12,Anand Vihar,342.7083333333333,7,2019,4,Summer,362.3181818181818,326.3977272727272,214.96212121212122
2019-07-13,Anand Vihar,350.7857142857143,7,2019,5,Summer,342.7083333333333,351.93740981240967,250.52079468150896
2019-07-14,Anand Vihar,270.9583333333333,7,2019,6,Summer,350.7857142857143,321.4841269841269,270.93746134817565
2019-07-15,Anand Vihar,144.83333333333334,7,2019,0,Summer,270.9583333333333,255.52579365079353,268.5386518243661
2019-07-16,Anand Vihar,127.91666666666667,7,2019,1,Summer,144.83333333333334,181.236111111111,267.6696042053185
2019-07-17,Anand Vihar,113.20833333333333,7,2019,2,Summer,127.91666666666667,128.6527777777777,244.67555658627086
2019-07-18,Anand Vihar,120.375,7,2019,3,Summer,113.20833333333333,120.49999999999989,210.1122448979592
2019-07-19,Anand Vihar,207.20833333333334,7,2019,4,Summer,120.375,146.93055555555543,190.75510204081633
2019-07-20,Anand Vihar,138.75,7,2019,5,Summer,207.20833333333334,155.44444444444434,160.46428571428572
2019-07-21,Anand Vihar,131.05555555555554,7,2019,6,Summer,138.75,159.00462962962953,140.4781746031746
2019-07-22,Anand Vihar,160.04166666666666,7,2019,0,Summer,131.05555555555554,143.28240740740728,142.65079365079364
2019-07-23,Anand Vihar,218.83333333333334,7,2019,1,Summer,160.04166666666666,169.97685185185173,155.63888888888889
2019-07-24,Anand Vihar,227.66666666666666,7,2019,2,Summer,218.83333333333334,202.18055555555543,171.99007936507934
2019-07-25,Anand Vihar,104.22727272727273,7,2019,3,Summer,227.66666666666666,183.57575757575748,169.68326118326118
2019-07-26,Anand Vihar,91.08333333333333,7,2019,4,Summer,104.22727272727273,140.9924242424241,153.0939754689755
2019-07-27,Anand Vihar,66.54545454545455,7,2019,5,Summer,91.08333333333333,87.28535353535342,142.77904040404042
2019-07-28,Anand Vihar,66.91666666666667,7,2019,6,Summer,66.54545454545455,74.84848484848473,133.61634199134198
2019-07-29,Anand Vihar,80.625,7,2019,0,Summer,66.91666666666667,71.36237373737363,122.2711038961039
2019-07-30,Anand Vihar,102.91666666666667,7,2019,1,Summer,80.625,83.48611111111101,105.71158008658008
2019-07-31,Anand Vihar,94.875,7,2019,2,Summer,102.91666666666667,92.80555555555544,86.74134199134198
2019-08-01,Anand Vihar,97.45833333333333,8,2019,3,Summer,94.875,98.41666666666656,85.77435064935064
2019-08-02,Anand Vihar,102.79166666666667,8,2019,4,Summer,97.45833333333333,98.37499999999989,87.4469696969697
2019-08-03,Anand Vihar,111.95833333333333,8,2019,5,Summer,102.79166666666667,104.06944444444433,93.93452380952382
2019-08-04,Anand Vihar,116.41666666666667,8,2019,6,Summer,111.95833333333333,110.38888888888879,101.00595238095238
2019-08-05,Anand Vihar,115.875,8,2019,0,Summer,116.41666666666667,114.74999999999989,106.04166666666667
2019-08-06,Anand Vihar,110.16666666666667,8,2019,1,Summer,115.875,114.15277777777767,107.07738095238095
2019-08-07,Anand Vihar,151.45833333333334,8,2019,2,Summer,110.16666666666667,125.83333333333321,115.16071428571429
2019-08-08,Anand Vihar,95.66666666666667,8,2019,3,Summer,151.45833333333334,119.09722222222211,114.90476190476191
2019-08-09,Anand Vihar,85.84615384615384,8,2019,4,Summer,95.66666666666667,110.99038461538451,112.48397435897436
2019-08-12,Anand Vihar,115.75,8,2019,0,Summer,85.84615384615384,99.08760683760671,113.02564102564104
2019-08-13,Anand Vihar,103.41666666666667,8,2019,1,Summer,115.75,101.67094017094006,111.16849816849818
2019-08-14,Anand Vihar,114.66666666666667,8,2019,2,Summer,103.41666666666667,111.27777777777767,110.99587912087911
2019-08-15,Anand Vihar,114.04166666666667,8,2019,3,Summer,114.66666666666667,110.70833333333321,111.54945054945055
2019-08-16,Anand Vihar,73.625,8,2019,4,Summer,114.04166666666667,100.77777777777767,100.43040293040293
2019-08-17,Anand Vihar,58.958333333333336,8,2019,5,Summer,73.625,82.20833333333321,95.18635531135531
2019-08-18,Anand Vihar,81.125,8,2019,6,Summer,58.958333333333336,71.236111111111,94.51190476190474
2019-08-19,Anand Vihar,149.125,8,2019,0,Summer,81.125,96.40277777777767,99.2797619047619
2019-08-20,Anand Vihar,168.625,8,2019,1,Summer,149.125,132.95833333333323,108.5952380952381
2019-08-21,Anand Vihar,182.41666666666666,8,2019,2,Summer,168.625,166.7222222222221,118.27380952380953
2019-08-22,Anand Vihar,195.95833333333334,8,2019,3,Summer,182.41666666666666,182.33333333333323,129.97619047619045
2019-08-23,Anand Vihar,204.20833333333334,8,2019,4,Summer,195.95833333333334,194.19444444444434,148.63095238095238
2019-08-24,Anand Vihar,234.66666666666666,8,2019,5,Summer,204.20833333333334,211.611111111111,173.73214285714286
2019-08-25,Anand Vihar,97.29166666666667,8,2019,6,Summer,234.66666666666666,178.7222222222221,176.04166666666669
2019-08-26,Anand Vihar,74.6842105263158,8,2019,0,Summer,97.29166666666667,135.54751461988292,165.40726817042608
2019-08-27,Anand Vihar,166.0,8,2019,1,Summer,74.6842105263158,112.65862573099405,165.03226817042608
2019-08-28,Anand Vihar,112.45833333333333,8,2019,2,Summer,166.0,117.71418128654959,155.03822055137843
2019-08-29,Anand Vihar,108.375,8,2019,3,Summer,112.45833333333333,128.94444444444431,142.5263157894737
2019-08-30,Anand Vihar,132.625,8,2019,4,Summer,108.375,117.81944444444433,132.30012531328322
2019-08-31,Anand Vihar,172.4090909090909,8,2019,5,Summer,132.625,137.80303030303017,123.40618591934381
2019-09-01,Anand Vihar,97.95833333333333,9,2019,6,Autumn,172.4090909090909,134.33080808080797,123.5014240145819
2019-09-02,Anand Vihar,132.70833333333334,9,2019,0,Autumn,97.95833333333333,134.35858585858574,131.7905844155844
2019-09-03,Anand Vihar,192.5,9,2019,1,Autumn,132.70833333333334,141.05555555555543,135.57629870129867
2019-09-04,Anand Vihar,190.95833333333334,9,2019,2,Autumn,192.5,172.05555555555543,146.79058441558442
2019-09-05,Anand Vihar,100.83333333333333,9,2019,3,Autumn,190.95833333333334,161.43055555555543,145.71320346320346
2019-09-06,Anand Vihar,108.20833333333333,9,2019,4,Autumn,100.83333333333333,133.33333333333323,142.22510822510822
2019-09-07,Anand Vihar,116.375,9,2019,5,Autumn,108.20833333333333,108.4722222222221,134.2202380952381
2019-09-08,Anand Vihar,129.08333333333334,9,2019,6,Autumn,116.375,117.88888888888876,138.66666666666666
2019-09-09,Anand Vihar,182.33333333333334,9,2019,0,Autumn,129.08333333333334,142.5972222222221,145.75595238095238
2019-09-10,Anand Vihar,189.125,9,2019,1,Autumn,182.33333333333334,166.8472222222221,145.27380952380955
2019-09-11,Anand Vihar,193.45454545454547,9,2019,2,Autumn,189.125,188.3042929292928,145.63041125541127
2019-09-12,Anand Vihar,131.58333333333334,9,2019,3,Autumn,193.45454545454547,171.38762626262613,150.02326839826839
2019-09-13,Anand Vihar,92.79166666666667,9,2019,4,Autumn,131.58333333333334,139.27651515151504,147.82088744588745
2019-09-14,Anand Vihar,83.29166666666667,9,2019,5,Autumn,92.79166666666667,102.55555555555543,143.09469696969697
2019-09-15,Anand Vihar,85.33333333333333,9,2019,6,Autumn,83.29166666666667,87.13888888888876,136.84469696969697
2019-09-16,Anand Vihar,162.375,9,2019,0,Autumn,85.33333333333333,110.3333333333332,133.9935064935065
2019-09-17,Anand Vihar,195.08333333333334,9,2019,1,Autumn,162.375,147.5972222222221,134.84469696969697
2019-09-18,Anand Vihar,100.16666666666667,9,2019,2,Autumn,195.08333333333334,152.54166666666654,121.51785714285714
2019-09-19,Anand Vihar,76.54166666666667,9,2019,3,Autumn,100.16666666666667,123.93055555555543,113.65476190476193
2019-09-20,Anand Vihar,114.83333333333333,9,2019,4,Autumn,76.54166666666667,97.18055555555543,116.80357142857143
2019-09-21,Anand Vihar,115.05555555555556,9,2019,5,Autumn,114.83333333333333,102.1435185185184,121.34126984126985
2019-09-22,Anand Vihar,89.38888888888889,9,2019,6,Autumn,115.05555555555556,106.4259259259258,121.92063492063492
2019-09-23,Anand Vihar,97.25,9,2019,0,Autumn,89.38888888888889,100.56481481481471,112.6170634920635
2019-09-24,Anand Vihar,118.3913043478261,9,2019,1,Autumn,97.25,101.67673107890487,101.66105935127675
2019-09-25,Anand Vihar,122.29166666666667,9,2019,2,Autumn,118.3913043478261,112.64432367149747,104.82177363699103
2019-09-26,Anand Vihar,92.625,9,2019,3,Autumn,122.29166666666667,111.1026570048308,107.11939268461008
2019-09-27,Anand Vihar,97.5,9,2019,4,Autumn,92.625,104.13888888888876,104.6432022084196
2019-09-28,Anand Vihar,81.5,9,2019,5,Autumn,97.5,90.54166666666653,99.84955141476881
2019-09-29,Anand Vihar,87.29166666666667,9,2019,6,Autumn,81.5,88.76388888888876,99.54994824016565
2019-09-30,Anand Vihar,93.73913043478261,9,2019,0,Autumn,87.29166666666667,87.51026570048298,99.04839544513457
2019-10-01,Anand Vihar,101.13636363636364,10,2019,1,Autumn,93.73913043478261,94.05572024593751,96.58340391492564
2019-10-02,Anand Vihar,138.8181818181818,10,2019,2,Autumn,101.13636363636364,111.23122529644256,98.94433465085639
2019-10-03,Anand Vihar,197.69565217391303,10,2019,3,Autumn,138.8181818181818,145.88339920948604,113.95442781855824
2019-10-04,Anand Vihar,138.79166666666666,10,2019,4,Autumn,197.69565217391303,158.4351668862537,119.85323734236779
2019-10-05,Anand Vihar,141.5,10,2019,5,Autumn,138.79166666666666,159.3291062801931,128.42466591379636
2019-10-06,Anand Vihar,170.91666666666666,10,2019,6,Autumn,141.5,150.40277777777766,140.37109448522492
2019-10-07,Anand Vihar,163.66666666666666,10,2019,0,Autumn,170.91666666666666,158.69444444444431,150.3607425183512
2019-10-08,Anand Vihar,132.29166666666666,10,2019,1,Autumn,163.66666666666666,155.62499999999986,154.8115000941088
2019-10-09,Anand Vihar,199.79166666666666,10,2019,2,Autumn,132.29166666666666,165.24999999999986,163.5219979296066
2019-10-10,Anand Vihar,264.9130434782609,10,2019,3,Autumn,199.79166666666666,198.99879227053125,173.1244824016563
2019-10-11,Anand Vihar,320.8,10,2019,4,Autumn,264.9130434782609,261.8349033816424,199.12567287784677
2019-10-12,Anand Vihar,285.625,10,2019,5,Autumn,320.8,290.4460144927535,219.7149585921325
2019-10-13,Anand Vihar,339.30434782608694,10,2019,6,Autumn,285.625,315.24311594202885,243.77034161490684
2019-10-14,Anand Vihar,297.0416666666667,10,2019,0,Autumn,339.30434782608694,307.3236714975844,262.8239130434782
2019-10-15,Anand Vihar,353.2916666666667,10,2019,1,Autumn,297.0416666666667,329.87922705313997,294.39534161490684
2019-10-16,Anand Vihar,333.5833333333333,10,2019,2,Autumn,353.2916666666667,327.9722222222221,313.5084368530021
2019-10-17,Anand Vihar,286.5,10,2019,3,Autumn,333.5833333333333,324.4583333333332,316.5922877846791
2019-10-18,Anand Vihar,218.1,10,2019,4,Autumn,286.5,279.3944444444443,301.9208592132505
2019-10-19,Anand Vihar,230.33333333333334,10,2019,5,Autumn,218.1,244.97777777777765,294.02204968944096
2019-10-20,Anand Vihar,270.1666666666667,10,2019,6,Autumn,230.33333333333334,239.53333333333322,284.1452380952381
2019-10-21,Anand Vihar,265.85,10,2019,0,Autumn,270.1666666666667,255.4499999999999,279.6892857142857
2019-10-22,Anand Vihar,277.5,10,2019,1,Autumn,265.85,271.17222222222216,268.8619047619048
2019-10-23,Anand Vihar,357.9166666666667,10,2019,2,Autumn,277.5,300.4222222222221,272.3380952380952
2019-10-24,Anand Vihar,416.9047619047619,10,2019,3,Autumn,357.9166666666667,350.7738095238094,290.9673469387755
2019-10-25,Anand Vihar,327.5,10,2019,4,Autumn,416.9047619047619,367.4404761904761,306.595918367347
2019-10-26,Anand Vihar,385.89473684210526,10,2019,5,Autumn,327.5,376.7664995822889,328.81897601145727
2019-10-27,Anand Vihar,389.0416666666667,10,2019,6,Autumn,385.89473684210526,367.4788011695905,345.8011188686001
2019-10-28,Anand Vihar,366.5833333333333,10,2019,0,Autumn,389.0416666666667,380.50657894736827,360.1915950590763
2019-10-29,Anand Vihar,474.59090909090907,10,2019,1,Autumn,366.5833333333333,410.0719696969695,388.3474392149204
2019-10-30,Anand Vihar,475.1666666666667,10,2019,2,Autumn,474.59090909090907,438.78030303030283,405.0974392149204
2019-10-31,Anand Vihar,473.4583333333333,10,2019,3,Autumn,475.1666666666667,474.40530303030283,413.17652084757344
2019-11-01,Anand Vihar,489.125,11,2019,4,Autumn,473.4583333333333,479.24999999999983,436.26580656185916
2019-11-02,Anand Vihar,461.2916666666667,11,2019,5,Autumn,489.125,474.62499999999983,447.03679653679654
2019-11-03,Anand Vihar,414.125,11,2019,6,Autumn,461.2916666666667,454.8472222222221,450.62012987012986
2019-11-04,Anand Vihar,389.4166666666667,11,2019,0,Autumn,414.125,421.61111111111103,453.8820346320346
2019-11-05,Anand Vihar,359.23809523809524,11,2019,1,Autumn,389.4166666666667,387.5932539682538,437.4030612244898
2019-11-06,Anand Vihar,280.04347826086956,11,2019,2,Autumn,359.23809523809524,342.8994133885437,409.52832002366165
2019-11-07,Anand Vihar,367.5833333333333,11,2019,3,Autumn,280.04347826086956,335.6216356107659,394.40332002366165
2019-11-08,Anand Vihar,359.7391304347826,11,2019,4,Autumn,367.5833333333333,335.78864734299503,375.91962437148777
2019-11-09,Anand Vihar,287.6666666666667,11,2019,5,Autumn,359.7391304347826,338.32971014492745,351.11605294291627
2019-11-10,Anand Vihar,374.4583333333333,11,2019,6,Autumn,287.6666666666667,340.6213768115941,345.44938627624964
2019-11-11,Anand Vihar,425.125,11,2019,0,Autumn,374.4583333333333,362.4166666666665,350.5505767524401
2019-11-12,Anand Vihar,474.8695652173913,11,2019,1,Autumn,425.125,424.81763285024135,367.0693581780538
2019-11-13,Anand Vihar,479.75,11,2019,2,Autumn,474.8695652173913,459.9148550724637,395.5988612836439
2019-11-14,Anand Vihar,477.5,11,2019,3,Autumn,479.75,477.373188405797,411.30124223602485
2019-11-15,Anand Vihar,461.5,11,2019,4,Autumn,477.5,472.9166666666665,425.83850931677017
2019-11-16,Anand Vihar,334.7916666666667,11,2019,5,Autumn,461.5,424.5972222222221,432.57065217391306
2019-11-17,Anand Vihar,228.41666666666666,11,2019,6,Autumn,334.7916666666667,341.56944444444434,411.70755693581776
2019-11-18,Anand Vihar,274.9166666666667,11,2019,0,Autumn,228.41666666666666,279.3749999999999,390.24922360248445
2019-11-19,Anand Vihar,336.29411764705884,11,2019,1,Autumn,274.9166666666667,279.87581699346396,370.452731092437
2019-11-20,Anand Vihar,380.2142857142857,11,2019,2,Autumn,336.29411764705884,330.4750233426703,356.233343337335
2019-11-21,Anand Vihar,431.5833333333333,11,2019,3,Autumn,380.2142857142857,382.69724556489246,349.67381952781113
2019-11-22,Anand Vihar,418.0869565217391,11,2019,4,Autumn,431.5833333333333,409.96152518978596,343.47195617377383
2019-11-23,Anand Vihar,311.8333333333333,11,2019,5,Autumn,418.0869565217391,387.1678743961351,340.19219426901196
2019-11-24,Anand Vihar,231.6,11,2019,6,Autumn,311.8333333333333,320.506763285024,340.64695617377384
2019-11-25,Anand Vihar,261.8181818181818,11,2019,0,Autumn,231.6,268.4171717171716,338.7757440525617
2019-11-26,Anand Vihar,232.2941176470588,11,2019,1,Autumn,261.8181818181818,241.9040998217467,323.9186011954189
2019-11-27,Anand Vihar,187.16666666666666,11,2019,2,Autumn,232.2941176470588,227.0929887106356,296.34036990290184
2019-11-28,Anand Vihar,83.91666666666667,11,2019,3,Autumn,187.16666666666666,167.79248366013056,246.6737032362352
2019-11-29,Anand Vihar,133.66666666666666,11,2019,4,Autumn,83.91666666666667,134.91666666666652,206.04223325693914
2019-11-30,Anand Vihar,218.27272727272728,11,2019,5,Autumn,133.66666666666666,145.28535353535338,192.67643239113826
2019-12-01,Anand Vihar,298.7916666666667,12,2019,6,Winter,218.27272727272728,216.91035353535335,202.2752419149478
2019-12-02,Anand Vihar,320.2083333333333,12,2019,0,Winter,298.7916666666667,279.09090909090895,210.616692131398
2019-12-03,Anand Vihar,329.9583333333333,12,2019,1,Winter,320.2083333333333,316.3194444444443,224.56872294372292
2019-12-04,Anand Vihar,351.5,12,2019,2,Winter,329.9583333333333,333.8888888888887,248.04491341991343
2019-12-05,Anand Vihar,464.7142857142857,12,2019,3,Winter,351.5,382.0575396825395,302.444573283859
2019-12-06,Anand Vihar,340.53846153846155,12,2019,4,Winter,464.7142857142857,385.58424908424894,331.9976868369726
2019-12-07,Anand Vihar,411.29411764705884,12,2019,5,Winter,340.53846153846155,405.5156216332685,359.5721711761627
2019-12-08,Anand Vihar,471.92857142857144,12,2019,6,Winter,411.29411764705884,407.9203835380304,384.3060147135778
2019-12-09,Anand Vihar,371.7647058823529,12,2019,0,Winter,471.92857142857144,418.3291316526609,391.67121079200905
2019-12-10,Anand Vihar,409.55555555555554,12,2019,1,Winter,371.7647058823529,417.74961095549315,403.04224253804085
2019-12-11,Anand Vihar,421.0,12,2019,2,Winter,409.55555555555554,400.7734204793026,412.9708139666123
2019-12-12,Anand Vihar,430.0,12,2019,3,Winter,421.0,420.185185185185,408.0116302931429
2019-12-13,Anand Vihar,254.33333333333334,12,2019,4,Winter,430.0,368.4444444444443,395.69661197812457
2019-12-14,Anand Vihar,65.0,12,2019,5,Winter,254.33333333333334,249.7777777777776,346.2260237428305
2019-12-16,Anand Vihar,211.6,12,2019,0,Winter,65.0,176.97777777777762,309.0362278244631
2019-12-17,Anand Vihar,220.0,12,2019,1,Winter,211.6,165.53333333333316,287.35555555555555
2019-12-18,Anand Vihar,342.6666666666667,12,2019,2,Winter,220.0,258.08888888888873,277.8
2019-12-19,Anand Vihar,433.875,12,2019,3,Winter,342.6666666666667,332.18055555555543,279.6392857142857
2019-12-20,Anand Vihar,500.0,12,2019,4,Winter,433.875,425.51388888888874,289.6392857142857
2019-12-21,Anand Vihar,424.3076923076923,12,2019,5,Winter,500.0,452.727564102564,313.92133699633695
2019-12-22,Anand Vihar,333.0833333333333,12,2019,6,Winter,424.3076923076923,419.13034188034175,352.21895604395604
2019-12-23,Anand Vihar,356.125,12,2019,0,Winter,333.0833333333333,371.1720085470084,372.86538461538464
2019-12-24,Anand Vihar,442.2916666666667,12,2019,1,Winter,356.125,377.1666666666665,404.621336996337
2019-12-25,Anand Vihar,356.9166666666667,12,2019,2,Winter,442.2916666666667,385.1111111111109,406.6570512820513
2019-12-26,Anand Vihar,377.05,12,2019,3,Winter,356.9166666666667,392.08611111111094,398.53919413919414
2019-12-27,Anand Vihar,417.0,12,2019,4,Winter,377.05,383.6555555555554,386.68205128205125
2019-12-28,Anand Vihar,442.53846153846155,12,2019,5,Winter,417.0,412.1961538461537,389.2864468864469
2019-12-29,Anand Vihar,453.8333333333333,12,2019,6,Winter,442.53846153846155,437.79059829059815,406.53644688644687
2019-12-30,Anand Vihar,469.5416666666667,12,2019,0,Winter,453.8333333333333,455.304487179487,422.7388278388279
2019-12-31,Anand Vihar,377.1304347826087,12,2019,1,Winter,469.5416666666667,433.5018115942027,413.4300804268196
2020-01-01,Anand Vihar,421.1666666666667,1,2020,2,Winter,377.1304347826087,422.61292270531385,422.608651855391
2020-01-02,Anand Vihar,413.6666666666667,1,2020,3,Winter,421.1666666666667,403.98792270531385,427.8396042363434
2020-01-03,Anand Vihar,378.6111111111111,1,2020,4,Winter,413.6666666666667,404.4814814814813,422.3554772522164
2020-01-04,Anand Vihar,360.7692307692308,1,2020,5,Winter,378.6111111111111,384.3490028490026,410.6741585708977
2020-01-05,Anand Vihar,338.9130434782609,1,2020,6,Winter,360.7692307692308,359.4311284528674,394.2569743058874
2020-01-06,Anand Vihar,321.0833333333333,1,2020,0,Winter,338.9130434782609,340.2552025269415,373.048640972554
2020-01-07,Anand Vihar,309.5,1,2020,1,Winter,321.0833333333333,323.1654589371979,363.3871502893242
2020-01-08,Anand Vihar,314.8181818181818,1,2020,2,Winter,309.5,315.13383838383817,348.19450959668353
2020-01-09,Anand Vihar,273.0,1,2020,3,Winter,314.8181818181818,299.10606060606045,328.0992715014454
2020-01-10,Anand Vihar,326.9583333333333,1,2020,4,Winter,273.0,304.92550505050485,320.7203032474772
2020-01-11,Anand Vihar,330.4583333333333,1,2020,5,Winter,326.9583333333333,310.13888888888874,316.3901750423489
2020-01-12,Anand Vihar,382.6666666666667,1,2020,6,Winter,330.4583333333333,346.6944444444443,322.64069264069263
2020-01-13,Anand Vihar,399.0833333333333,1,2020,0,Winter,382.6666666666667,370.7361111111109,333.7835497835498
2020-01-14,Anand Vihar,312.77272727272725,1,2020,1,Winter,399.0833333333333,364.84090909090895,334.2510822510822
2020-01-15,Anand Vihar,256.6521739130435,1,2020,2,Winter,312.77272727272725,322.83607817303454,325.94165255034824
2020-01-16,Anand Vihar,324.0833333333333,1,2020,3,Winter,256.6521739130435,297.83607817303454,333.2392715979672
2020-01-17,Anand Vihar,212.3181818181818,1,2020,4,Winter,324.0833333333333,264.35122968818604,316.86210709580274
2020-01-18,Anand Vihar,360.46153846153845,1,2020,5,Winter,212.3181818181818,298.954351204351,321.14827925697494
2020-01-19,Anand Vihar,325.1666666666667,1,2020,6,Winter,360.46153846153845,299.3154623154621,312.93399354268917
2020-01-20,Anand Vihar,339.375,1,2020,0,Winter,325.1666666666667,341.6677350427349,304.4042316379273
2020-01-21,Anand Vihar,395.54545454545456,1,2020,1,Winter,339.375,353.3623737373735,316.22890696260265
2020-01-22,Anand Vihar,394.25,1,2020,2,Winter,395.54545454545456,376.39015151515133,335.8857392607393
2020-01-23,Anand Vihar,204.8,1,2020,3,Winter,394.25,331.531818181818,318.84526307026306
2020-01-24,Anand Vihar,206.0,1,2020,4,Winter,204.8,268.34999999999985,317.94266566766566
2020-01-25,Anand Vihar,315.26666666666665,1,2020,5,Winter,206.0,242.02222222222204,311.48625541125546
2020-01-26,Anand Vihar,387.7391304347826,1,2020,6,Winter,315.26666666666665,303.0019323671496,320.4251788067005
2020-01-27,Anand Vihar,401.625,1,2020,0,Winter,387.7391304347826,368.2102657004829,329.31803594955767
2020-01-28,Anand Vihar,236.0,1,2020,1,Winter,401.625,341.7880434782607,306.52582815734996
2020-01-29,Anand Vihar,206.08695652173913,1,2020,2,Winter,236.0,281.2373188405796,279.6453933747412
2020-01-30,Anand Vihar,190.28571428571428,1,2020,3,Winter,206.08695652173913,210.79089026915096,277.57192398698606
2020-01-31,Anand Vihar,210.5,1,2020,4,Winter,190.28571428571428,202.29089026915096,278.21478112984323
2020-02-01,Anand Vihar,279.2105263157895,2,2020,5,Winter,210.5,226.66541353383442,273.0639039368608
2020-02-02,Anand Vihar,274.1304347826087,2,2020,6,Winter,279.2105263157895,254.61365369946589,256.8340902722645
2020-02-03,Anand Vihar,291.60869565217394,2,2020,0,Winter,274.1304347826087,281.6498855835239,241.11747536543223
2020-02-04,Anand Vihar,350.2631578947368,2,2020,1,Winter,291.60869565217394,305.33409610983966,257.4407836361089
2020-02-05,Anand Vihar,283.2857142857143,2,2020,2,Winter,350.2631578947368,308.3858559442081,268.4691776023911
2020-02-06,Anand Vihar,266.2173913043478,2,2020,3,Winter,283.2857142857143,299.9220878282661,279.3165600336244
2020-02-07,Anand Vihar,316.3333333333333,2,2020,4,Winter,266.2173913043478,288.61214630779824,294.43560765267205
2020-02-08,Anand Vihar,304.8333333333333,2,2020,5,Winter,316.3333333333333,295.794685990338,298.0960086551783
2020-02-09,Anand Vihar,297.7916666666667,2,2020,6,Winter,304.8333333333333,306.3194444444443,301.47618463861517
2020-02-10,Anand Vihar,342.625,2,2020,0,Winter,297.7916666666667,315.0833333333332,308.76422811687604
2020-02-11,Anand Vihar,324.5217391304348,2,2020,1,Winter,342.625,321.64613526570037,305.0868825791186
